"BOYACÁ - GOBERNACIÓN,891800498,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Tunja,RESOLUCION 470 DE 2019,4053686,WALTHER JAVIER CIFUENTES CUESTA,1051 DE 2018,""3,619,000"",04/08/2019 12:00:00 AM,06/18/2019 12:00:00 AM,07/17/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188678";
"BOYACÁ - GOBERNACIÓN,891800498,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Tunja,Resolucion 490 de 2019,800019039,CORPORACION PROMOTORA DE LAS COMUNIDADES MUNICIPAL,CONVENIO 1729 DE 2015,""100,368,720"",04/22/2019 12:00:00 AM,05/14/2019 12:00:00 AM,05/14/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188460";
"BOYACÁ - GOBERNACIÓN,891800498,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Tunja,Resolucion 957/2020 y 123/2021,901003851-3,CONSORCIO PATT 2016,1898/2016,""247,335,814"",01/27/2021 12:00:00 AM,01/28/2021 12:00:00 AM,02/02/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810245";
BOYACÁ - INSTITUCIÓN EDUCATIVA JORGE GUILLERMO MOJICA MÁRQUEZ,891855523,TERRITORIAL,NACIONAL CENTRALIZADO,Tasco,01,8918555232,IEJORGEGUILLERMOMOJICAMARQUEZ,ENEROMARZO,0,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,04/13/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189538;
BOYACÁ - INSTITUCIÓN EDUCATIVA JORGE GUILLERMO MOJICA MÁRQUEZ,891855523,TERRITORIAL,NACIONAL CENTRALIZADO,Tasco,01,8918555232,IEJORGEGUILLERMOMOJICAMARQUEZ,ENEROMARZO,0,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,04/13/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189539;
"BOYACÁ - LOTERÍA DE BOYACÁ,891801039,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Tunja,0042,820000077,GESPRODING LTDA,07,""10,796,820"",04/08/2013 12:00:00 AM,04/08/2013 12:00:00 AM,02/03/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181703";
CAJA DE RETIRO DE LAS FUERZAS MILITARES (CREMIL),899999118,NACIONAL,NACIONAL CENTRALIZADO,Bogotá D.C.,151 de (2019),830005448-1,OTIS ELEVATOR COMPANY,151 DE (2019),0,01/28/2021 12:00:00 AM,01/28/2021 12:00:00 AM,07/22/2022 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261811078;
CALDAS - ALCALDÍA MUNICIPIO DE PÁCORA,899999475-4,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Pácora,RESOLUCiÓN COMITÉ COMPRAS,8908011361,ALCALDIA MUNICIPAL,040 DEL 30 DE ENERO DE 2015,0,01/31/2015 12:00:00 AM,01/31/2015 12:00:00 AM,01/31/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181685;
CALDAS - E.S.E. HOSPITAL SAN JOSE DE NEIRA,890801562,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Neira,RESOLUCION 0705/2014,8908015624,ESE HOSPITAL SAN JOSE DE NEIRA,0705/2014,0,06/03/2010 12:00:00 AM,05/03/2014 12:00:00 AM,09/12/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181162;
CALDAS - E.S.E. HOSPITAL SAN JOSE DE NEIRA,890801562,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Neira,RESOLUCION 0705/2014,8908015624,ESE HOSPITAL SAN JOSE DE NEIRA,RESOLUCION 0705/2014,0,06/03/2014 12:00:00 AM,06/03/2014 12:00:00 AM,06/06/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618775;
CALDAS - E.S.E. HOSPITAL SAN JOSE DE NEIRA,890801562,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Neira,RESOLUCION 1029/2014,8908015624,ESE HOSPITAL SAN JOSE DE NEIRA,1029/2014,0,08/20/2014 12:00:00 AM,08/20/2014 12:00:00 AM,09/12/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181163;
"CALDAS - INSTITUTO DE FINANCIAMIENTO PROMOCIÓN Y DESARROLLO DE CALDAS,890806006,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Manizales,300-2017,15921014,CARLOS ARTURO REYES TAPASCO,A.C 06-2017,""12,000,000"",12/29/2017 12:00:00 AM,01/29/2018 12:00:00 AM,01/03/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186540";
"CALDAS - INSTITUTO DE FINANCIAMIENTO PROMOCIÓN Y DESARROLLO DE CALDAS,890806006,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Manizales,RESOLUCIÓN 31-2014,804.015.844-1,CONEIN SR LTDA,10-2013,""29,996,457"",01/30/2014 12:00:00 AM,01/30/2014 12:00:00 AM,02/04/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618162";
CAS - CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER,No Definido,NACIONAL,NACIONAL DESCENTRALIZADO,Bucaramanga,RESOLUCION DGL 00000841,1095908916,LAURA CAROLINA SERRANO PARRA,CONTRATO NO 00832-2012,0,09/24/2014 12:00:00 AM,09/24/2014 12:00:00 AM,09/26/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181237;
CAS - CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER,No Definido,NACIONAL,NACIONAL DESCENTRALIZADO,San Gil,RESOLUCION DGL 00000802,91520106,JAVIER ANTONIO RUEDA CORTES,007-00980-2012,0,09/16/2014 12:00:00 AM,09/16/2014 12:00:00 AM,09/22/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181217;
"CAS - CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER,No Definido,NACIONAL,NACIONAL DESCENTRALIZADO,San Gil,RESOLUCION SGL 136-2021,900203556,SIDESEM S.A.S.,00848-19,""1,153,198"",12/13/2021 12:00:00 AM,12/14/2021 12:00:00 AM,12/16/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810804";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Aguazul,RESOLUCION 0046-2016,1118545809,MICHELL ROSSIO PLAZA DIAZ,CTO 0908-2015,""1,520,000"",04/26/2016 12:00:00 AM,04/26/2016 12:00:00 AM,05/20/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183556";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Aguazul,RESOLUCION 0064-2016,9004144922,UNION TEMPORAL LA TURUA 2011,CTO 0332-2011,""189,997,756"",05/18/2016 12:00:00 AM,05/18/2016 12:00:00 AM,05/20/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183555";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Aguazul,RESOLUCION 0190-2018 Y RESOLUCION 0188-2018,9011418919,UNION TEMPORAL JAC UNAMOS UT,CTO 2700-2017,""4,687,452"",07/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,08/01/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187357";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Hato Corozal,RESOLUCION 0017-2017,9009220746,UNION TEMPORAL LA CHAPA,CTO 1041-2016,""11,803,472"",02/09/2017 12:00:00 AM,02/10/2017 12:00:00 AM,03/13/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185239";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Hato Corozal,RESOLUCION 0035-2017 Y RESOLUCION 0033-2017,9009937577,UNION TEMPORAL LA CHAPA 2016,CTO 1039-2016,""5,901,736"",03/13/2017 12:00:00 AM,03/14/2017 12:00:00 AM,03/21/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185296";
CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Hato Corozal,RESOLUCION 0088-2016,9007913881,CONSORCIO INTERVIAL HC,CTO 1996-2014,0,06/22/2016 12:00:00 AM,06/23/2016 12:00:00 AM,06/23/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183734;
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Paz de Ariporo,RESOLUCION 0164-2018 Y RESOLUCION 0191-2018,9008663890,UNION TEMPORAL EL PASO,CTO 1587-2015,""135,821,995"",07/18/2018 12:00:00 AM,07/18/2018 12:00:00 AM,08/10/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187436";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Pore,ACTA 002 AUDIENCIA DE INCUMPLIMIENTO CTO 0215-2016,9009402851,CONSORCIO INTERVENTORIA VIJAGUAL,CTO 0215-2016,""6,902,624"",03/01/2017 12:00:00 AM,03/01/2017 12:00:00 AM,03/14/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185240";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Pore,RESOLUCION 0031-2017 Y RESOLUCION 0029-2017,9009218059,CONSORCIO PORE,CTO 2131-2015,""85,362,798"",03/09/2017 12:00:00 AM,03/14/2017 12:00:00 AM,03/13/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185238";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/19/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183534";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/19/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183535";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/19/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183536";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/19/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183537";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/19/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183540";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/19/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183542";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/19/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183543";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/19/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183545";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/19/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183547";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/19/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183548";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/19/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183552";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Támara,RESOLUCION 0042-2016,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""31,294,750"",04/21/2016 12:00:00 AM,04/22/2016 12:00:00 AM,05/20/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183553";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Villanueva,RESOLUCION 0072-2018,9008530116,CONSORCIO EDUCAR 2015,CTO 1321-2015,""28,540,967"",03/20/2018 12:00:00 AM,03/20/2018 12:00:00 AM,04/13/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186976";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,ACTA 002,900808010,CONSORCIO RINCON DEL SOLDADO,CTO 0862-2015,""38,225,045"",02/21/2017 12:00:00 AM,02/21/2017 12:00:00 AM,03/09/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185195";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION 0004-2014 Y RESOLUCION 006-2014,90025577471,UNION TEMPORAL RAYUELA,CTO 0062-2008,""424,338,200"",02/11/2014 12:00:00 AM,02/21/2014 12:00:00 AM,02/26/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618223";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION 002-2014 Y RESOLUCION 003-2014,74858920,JUAN CARLOS VARGAS NOSSA,CARTA DE ACEPTACION N 057-2013,""3,252,450"",02/07/2014 12:00:00 AM,02/07/2014 12:00:00 AM,03/19/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618407";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION 002-2014 Y RESOLUCION 003-2014,74858920,JUAN CARLOS VARGAS NOSSA,CARTA DE ACEPTACION N 057-2013,""3,252,450"",02/07/2014 12:00:00 AM,02/07/2014 12:00:00 AM,03/19/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618408";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION 0036-2016,3078561,LUIS EDUARDO CHACON BONILLA,CTO 0407-2015,""34,496,000"",04/14/2016 12:00:00 AM,04/15/2016 12:00:00 AM,05/20/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183554";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION 0045-2018,47437004,IVY XIOMARA SUAREZ GOMEZ,CARTA DE ACEPTACION 0106-2014,""24,000,000"",02/16/2017 12:00:00 AM,02/19/2018 12:00:00 AM,04/25/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187057";
CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION 0086-2017,9007913881,CONSORCIO INTERVIAL HC 2014,CTO 1996-2014,0,05/30/2017 12:00:00 AM,05/30/2017 12:00:00 AM,06/01/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185715;
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION 0368-2018 Y RESOLUCION 0386-2018,901154855,CONSORCIO MEJORAMIENTO DE PRADERAS CASANARE 2017,CTO 1033-2018,""6,249,936"",10/16/2018 12:00:00 AM,10/19/2018 12:00:00 AM,03/30/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188318";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION 0399-2019 RESOLUCION 0348-2019,901154855,CONSORCIO MEJORAMIENTO DE PRADERAS CASANARE 2017,CTO 1033-2018,""4,968,696"",10/29/2019 12:00:00 AM,10/29/2019 12:00:00 AM,11/15/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189080";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION LIQUIDACION UNILATERAL CONV 0082-2010,9001528399,CI DESARROLLO TERRITORIAL SA Y JUNTA COM SANTO DOM,CONV 0082-2010,""999,800,000"",02/21/2014 12:00:00 AM,02/21/2014 12:00:00 AM,02/28/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618243";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION N 0010-2014 Y RESOLUCION N 0011-2014,93412722,FELIX ALBERTO ROA ROJAS,CTO 1938-2010,""21,511,724"",03/05/2014 12:00:00 AM,03/05/2014 12:00:00 AM,03/19/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618423";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION N 007 DE 2015,900758535,CONSORCIO TICS CASANARE,CTO 1692-2014,""14,549,837"",07/07/2015 12:00:00 AM,07/07/2015 12:00:00 AM,07/23/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182370";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION N 007-2015,900758535,CONSORCIO TICS CASANARE,CTO 1692-2014,""19,330,500"",07/01/2015 12:00:00 AM,07/01/2015 12:00:00 AM,07/23/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182374";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION N 007-2015,900758535,CONSORCIO TICS CASANARE,CTO 1692-2014,""19,330,500"",07/01/2015 12:00:00 AM,07/01/2015 12:00:00 AM,07/23/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182375";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION N 008-2014 Y RESOLUCION N 009-2014,19348145,HUGO EFRAIN MENESES ARENAS,CTO 1973-2010,""25,862,069"",03/04/2014 12:00:00 AM,03/04/2014 12:00:00 AM,03/19/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618409";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION N 009-2015,8340014074,CONSTRUCCIONES Y SUMINISTROS REINA LTDA,CTO 1176-2014,""233,928,460"",07/24/2015 12:00:00 AM,07/24/2015 12:00:00 AM,10/15/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182771";
"CASANARE - GOBERNACIÓN,892099216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Yopal,RESOLUCION N 016 DE 2014,79547632,RICARDO  HERRERA CARDENAS,CTO 1970 DE 2010,""2,778,712"",05/09/2014 12:00:00 AM,05/09/2014 12:00:00 AM,05/12/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618648";
"CASANARE - INSTITUTO PARA EL DEPORTE LA EDUCACION EXTRAESCOLAR Y APROVECHAMIENTO DEL TIEMPO LIBRE (INDERCAS),844003345,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Hato Corozal,256-2015,90075612726,CONSORCIO VILLA OLIMPICA COROZAL 2014,253-2014,""3,486,721"",09/14/2015 12:00:00 AM,09/14/2015 12:00:00 AM,09/15/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182670";
"CASANARE - INSTITUTO PARA EL DEPORTE LA EDUCACION EXTRAESCOLAR Y APROVECHAMIENTO DEL TIEMPO LIBRE (INDERCAS),844003345,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Yopal,00245,79233419,JAIME ORLANDO ANGEL SARMIENTO,171-2016,""9,700,000"",10/25/2016 12:00:00 AM,10/25/2016 12:00:00 AM,12/06/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184736";
CASANARE - INSTITUTO PARA EL DEPORTE LA EDUCACION EXTRAESCOLAR Y APROVECHAMIENTO DEL TIEMPO LIBRE (INDERCAS),844003345,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Yopal,337-2014,900463585-8,ASECOINT G T SAS,396-2014,0,12/23/2014 12:00:00 AM,01/08/2015 12:00:00 AM,01/22/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181643;
"CASANARE - INSTITUTO PARA EL DEPORTE Y LA RECREACIÓN DE YOPAL,800117801,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Yopal,910.30.152,74770149,GIOVANNI VLADIMIR NOCUA QUIJANO,910.12.016,""1,215,000"",11/01/2017 12:00:00 AM,11/21/2017 12:00:00 AM,11/22/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186336";
"CASANARE - INSTITUTO PARA EL DEPORTE Y LA RECREACIÓN DE YOPAL,800117801,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Yopal,910.30.176,74770149,GIOVANNI VLADIMIR NOCUA QUIJANO,910.12.016-2017,""1,215,000"",12/29/2017 12:00:00 AM,12/29/2017 12:00:00 AM,01/19/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186615";
"CAUCA - ALCALDÍA MUNICIPIO DE POPAYÁN,891580006,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Popayán,20161800009924,10302818,JHON FREDY CHALARCA MORERA,2013223,""160,942"",02/11/2016 12:00:00 AM,02/26/2016 12:00:00 AM,06/14/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183675";
"CAUCA - ALCALDÍA MUNICIPIO DE POPAYÁN,891580006,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Popayán,20161800026334,76319950,DIEGO FELIPE TORRES VALENCIA,20151420,""5,151,343"",03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,06/16/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183682";
